Turnir,od,do,EventID,Organizator(i),Direktor turnira,Glavni sudac,Zamjenik glavnog suca,Sudac,Lokacija,Tempo igre,FED,State,Zadnja izmjena,ekipe,n,Rd,Rd-Akt,DB-Key,System
VI. memorijal Stjepana Kamenečkog - turnir do 12 godina,20240907,20240908,0,"ŠŠK Koprivnica, ŠŠK Podravka, Koprivnica, ŠK Ivan Dvoržak",Josip Zadro,"Vlado Karagić, FA",,"Lovro Koštić, KS","Dom kulture u Starigradu, Krešimirova 28, Starigrad, Koprivnica","30'+30"" - standard",CRO,,08.09.2024  13:35,0,19,6,6,993998,Schweizer System
VI. memorijal Stjepana Kamenečkog - turnir do 16 godina,20240907,20240908,0,"ŠŠK Koprivnica, ŠK Podravka, Koprivnica, ŠK Ivan Dvoržak",Josip Zadro,"Vlado Karagic, FA",,"Lovro Koštić, KS","Dom kulture u Starigradu, Krešimirova 28, Starigrad, Koprivnica","30'+30"" - standard",CRO,,08.09.2024  13:55,0,21,6,6,993993,Schweizer System
VI. memorijal Stjepana Kamenečkog - turnir do 9 godina,20240907,20240908,0,"ŠŠK Koprivnica, ŠŠK Podravka, Koprivnica, ŠK Ivan Dvoržak",Josip Zadro,"Vlado Karagić, FA",,"Lovro Koštić, KS","Dom kulture u Starigradu, Krešimirova 28, Starigrad, Koprivnica","30'+30"" - standard",CRO,,08.09.2024  13:45,0,12,6,6,994002,Schweizer System
"16. otvoreno kadetsko prvenstvo Varaždinske županije u šahu, A turnir - U16, 23.08. - 26.08.2024.",20240823,20240826,0,Šahovsko društvo Varaždin i Šahovski savez Varaždinske županije,Miroslav Smuđ,Predrag Križanić ŽS,,Filip Križanić KS,Elektrostrojarska škola Varaždin,60 min.+30 sek dodatka za svaki potez,CRO,,26.08.2024  16:52,0,18,7,7,963548,Schweizer System
"16. otvoreno kadetsko prvenstvo Varaždinske županije u šahu, B turnir - U13, 23.08. - 26.08.2024.",20240823,20240826,0,Šahovsko društvo Varaždin i Šahovski savez Varaždinske županije,Miroslav Smuđ,Predrag Križanić ŽS,,Filip Križanić KS,"Elektrostrojarska škola Varaždin, Hallerova aleja 5",60 min.+30 sek dodatka za svaki potez,CRO,,26.08.2024  16:23,0,30,7,7,965000,Schweizer System
"2. ŠPANCIR CHESS OPEN 2024. Varaždin - A turnir, 23.08. - 26.08.2024.",20240823,20240826,0,Šahovsko društvo Varaždin i Šahovski savez Varaždinske županije,"Miroslav Smuđ, 14576198","IA, Stanković Saša, 14511436",,,"Studentski dom Varaždin, Julija Merlića 9 Varaždin",60 min.+30 sek dodatka za svaki potez,CRO,,26.08.2024  16:56,0,39,7,7,992227,Schweizer System
16. Open Hum na Sutli 2024Međunarodno otvoreno prvenstvo KZŽ-e,20240817,20240824,362385,"Šahovski klub Straža, Hum na Sutli",Josip Krklec 14529211,"Radmila Švaljek, IA  14501759","Mirjana Medić, IA  14501619",,"Hum na Sutli, Općinska vijećnica (Dom kulture)","90 minuta po igraču + dodatak od 30 sekundi za svaki potez, počevši od prvoga",CRO,,24.08.2024  14:27,0,47,9,9,899819,Schweizer System
"ČETVRTI MEĐUNARODNI ŠAHOVSKI TURNIR OPEN ""GRADIŠTE"" 2024. 06-12. 08.2024.",20240806,20240812,0,ŠK Slavonac Gradište,Srećko Papac,"IA Vidackovic, Branko 14509229;","Ivan Stojanović,  14532840 KS",,"Gradište, Zgrada za djecu,odrasle i umirovljenike Trg Hrvatskih Velikana 36",90 minutes with 30 seconds cumulative increment for each move starting from first move,CRO,,12.08.2024  13:35,0,60,9,9,904984,Schweizer System
"13. SPLIT OPEN: ŠAHOVSKI FESTIVAL 03.08 -11.08. 2024""Tournament is financially supported by FIDE Open Aid Project""",20240803,20240811,381530,ŠAHOVSKI KLUB BRDA SPLIT,Mateo Ivić,IA Vladimir Cvetnić,"IA Denis Brulić, IA Andrija Babić IA, FA Jan Kozak",NA Šekelja Marko (DS),"Hotel Zagreb, Put Duilova 23, Split",90 minuta s dodatkom od 30 sekundi po potezu počevši od prvog poteza.,CRO,,11.08.2024  15:18,0,159,10,10,873483,Schweizer System
Pojedinačno prvenstvo Hrvatske za juniore do 17 godina,20240722,20240728,0,Hrvatski šahovski savez,Alojzije Janković,"Nenad Dorić, IA","Bojan Birk, IA; Dušan Pijanović, DS",,"Split, Studentski centar Bruno Bušić, Spinutska 37","90'+30"" - standard",CRO,,28.07.2024  13:27,0,82,9,9,972863,Schweizer System
Pojedinačno prvenstvo Hrvatske za juniore do 19 godina,20240722,20240728,0,Hrvatski šahovski savez,Alojzije Janković,"Nenad Dorić, IA","Bojan Birk, IA; Dušan Pijanović, DS",,"Split, Studentski centar Bruno Bušić, Spinutska 37","90'+30"" - standard",CRO,,28.07.2024  13:24,0,33,9,9,972865,Schweizer System
Pojedinačno prvenstvo Hrvatske za juniorke do 17 godina,20240722,20240728,0,Hrvatski šahovski savez,Alojzije Janković,"Nenad Dorić, IA","Bojan Birk, IA; Dušan Pijanović, DS",,"Split, Studentski centar Bruno Bušić, Spinutska 37","90'+30"" - standard",CRO,,28.07.2024  13:27,0,18,9,9,972864,Schweizer System
"Zadar Chess Festival, A-turnir, Zadar, 16.07.-23.07.2024.",20240716,20240723,0,"ŠK Casper, Zadar",Veljko Šagi [CRO] [14528762],"Krunoslav Lesic, IA [CRO][14505258]","Dragana Randjelovic, IA [SRB] [911240]","Emilia Djingarova, NA [SRB] [2903229], Magdalena Muha, NA [CRO] [14536757]","Zadar, Studentski dom Zadar 2, Put stanova 1a","90'+30""",CRO,,23.07.2024  14:05,0,29,9,9,882049,Schweizer System
"Zadar Chess Festival, B-turnir, Zadar, 16.07.-23.07.2024.",20240716,20240723,0,"ŠK Casper, Zadar",Veljko Šagi [CRO] [14528762],"Krunoslav Lešić IA, IO [CRO] [14505258]","Dragana Randjelovic, IA [SRB] [911240]","Emilia Djingarova, NA [SRB] [2903229], Magdalena Muha, NA [CRO] [14536757]","Zadar, Studentski dom Zadar 2, Put stanova 1a","90'+30""",CRO,,23.07.2024  14:37,0,91,9,9,882050,Schweizer System
"POJEDINAČNO ŽUPANIJSKO I OPĆINSKO PRVENSTVO U STANDARDNOM ŠAHU (60"") Gundinci 13. i 14. srpnja 2024.",20240713,20240714,0,Šahovski klub Gundinci i Šahovski savez Brodsko-posavske županije,Ivan Đančević,Mirko Matić,,,Gundinci (dvorana u Ulici Stjepana Radića 2),54 minute + 6 sekundi,CRO,,14.07.2024  21:04,0,40,6,6,959813,Schweizer System
"7th International Chess Amateur Tournament, ""Solta Chess Open 2024"", Grohote, 29.06.-07.07.2024.",20240629,20240707,0,"Chess Club Brda, Split","Mateo Ivic, FM [CRO] [14504146]","Mladen Bratosevic, IA [CRO] [14506203]","Krunoslav Lesic, IA [CRO] [14505258]","Ivan Potrebica, NA [CRO][14596024], Mateo Petricevic, NA [CRO][14553295]","Solta [CRO], Grohote, House of culture","90'+30""",CRO,,07.07.2024  13:20,0,66,9,9,875159,Schweizer System
Pojedinačno juniorsko prvenstvo Koprivničko-križevačke županije za 2024- juniori,20240705,20240706,0,Šahovski savez Koprivničko-križevačke županije,Nikola Mihočka,"Borislav Vidović, DS",,,"Dom kulture, Đurđevac",30 minuta plus 30 sekundi,CRO,,06.07.2024  13:58,0,13,5,5,962077,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske- kadeti do 11 godina -,20240623,20240628,0,Hrvatski šahovski savez,Alojzije Janković (14505959),IA Nenad Dorić (14501694),FA Vlado Karagić (14517884),"Ivo Ivanković (DS), Ante Tomaš (DS)","Trogir, Hotel Medena,  Ul. Hrvatskih žrtava 185, 21218, Seget Donji",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,28.06.2024  12:00,0,42,9,9,951428,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske- kadeti do 7 godina -,20240623,20240628,0,Hrvatski šahovski savez,Alojzije Janković (14505959),IA Nenad Dorić (14501694),FA Vlado Karagić (14517884),"Ivo Ivanković (DS), Ante Tomaš (DS)","Trogir, Hotel Medena,  Ul. Hrvatskih žrtava 185, 21218, Seget Donji",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,28.06.2024  10:13,0,14,9,9,951464,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske- kadeti do 9 godina -,20240623,20240628,0,Hrvatski šahovski savez,Alojzije Janković (14505959),IA Nenad Dorić (14501694),FA Vlado Karagić (14517884),"Ivo Ivanković (DS), Ante Tomaš (DS),","Trogir, Hotel Medena,  Ul. Hrvatskih žrtava 185, 21218, Seget Donji",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,28.06.2024  11:25,0,40,9,9,951449,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske- kadetkinje do 11 godina -,20240623,20240628,0,Hrvatski šahovski savez,Alojzije Janković (14505959),IA Nenad Dorić (14501694),FA Vlado Karagić (14517884),"Ivo Ivanković (DS), Ante Tomaš (DS)","Trogir, Hotel Medena, Ul. Hrvatskih žrtava 185, 21218, Seget Donji",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,28.06.2024  11:38,0,24,9,9,951438,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske- kadetkinje do 7 godina -,20240623,20240628,0,Hrvatski šahovski savez,Alojzije Janković (14505959),IA Nenad Dorić (14501694),FA Vlado Karagić (14517884),"Ivo Ivanković (DS), Ante Tomaš (DS)","Trogir, Hotel Medena,  Ul. Hrvatskih žrtava 185, 21218, Seget Donji",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,28.06.2024  10:42,0,11,9,9,951453,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske- kadetkinje do 9 godina -,20240623,20240628,0,Hrvatski šahovski savez,Alojzije Janković (14505959),IA Nenad Dorić (14501694),FA Vlado Karagić (14517884),"Ivo Ivanković (DS), Ante Tomaš (DS)","Trogir, Hotel Medena,  Ul. Hrvatskih žrtava 185, 21218, Seget Donji",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,28.06.2024  10:15,0,15,9,9,951444,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske-kadeti do 13 godina,20240623,20240628,0,Hrvatski šahovski savez,Alojzije Janković 14505959,"IA Nenad Dorić, 14501694","IA, Vidackovic  Branko, 14509229; Piacun, Eduard 14508877","Ivo Ivanković (DS),","Trogir, Hotel Medena, Ul. Hrvatskih žrtava 185, 21218, Seget Donji",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,29.06.2024  10:55,0,72,9,9,950957,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske-kadeti do 15 godina,20240623,20240628,0,Hrvatski šahovski savez,Alojzije Janković 14505959,"IA Nenad Dorić, 14501694","IA, Vidackovic  Branko, 14509229; Piacun, Eduard 14508877","Ivo Ivanković (DS),","Trogir, Hotel Medena, Ul. Hrvatskih žrtava 185, 21218, Seget Donji",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,29.06.2024  10:54,0,86,9,9,950980,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske-kadetkinje do 13 godina,20240623,20240628,0,Hrvatski šahovski savez,Alojzije Janković 14505959,"IA Nenad Dorić, 14501694","IA, Vidackovic  Branko, 14509229; Piacun, Eduard 14508877",Ivo Ivanković (DS),"Trogir, Hotel Medena, Ul. Hrvatskih žrtava 185, 21218, Seget Donji",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,29.06.2024  10:55,0,31,9,9,950973,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske-kadetkinje do 15 godina,20240623,20240628,0,Hrvatski šahovski savez,Alojzije Janković 14505959,"IA Nenad Dorić, 14501694","IA, Vidackovic  Branko, 14509229; Piacun, Eduard 14508877","Ivo Ivanković (DS),","Trogir, Hotel Medena, Ul. Hrvatskih žrtava 185, 21218, Seget Donji",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,29.06.2024  10:56,0,23,9,9,950977,Schweizer System
Prvenstvo Veterana RH 2024.,20240621,20240626,0,Hrvatski šahovski savez u suradnji sa ŠSSDŽ,MK Mato Opačak,Saša Tadinac NA (14544962),,Mato Opačak NA(14503026),"Hotel ""Medena"" Trogir, Hrvatskih žrtava 185, Donji Seget",30 min + 30 sec dodatka za svaki izvršeni potez,CRO,,26.06.2024  12:55,0,25,7,7,940041,Schweizer System
36th International Chess Tournament Open Pula 2024Hotel Park Plaza Histria(16.06.-24.06.2024.),20240616,20240624,354858,"CC Pula, Pula",Valter Valkovic 14514931,IA Sulejman Islamovic 14516659,IA Kristian Valkovic 14513200,IA Igor Milovac 14535661;  NA (ZS) Valter Valkovic 14514931; NA (KS) Mile Ostojic 14586452,"Pula, Hotel Park Plaza Histria",90 minutes with 30 second increment from move 1,CRO,,03.07.2024  16:25,0,202,9,9,864121,Schweizer System
III. Memorijal Darka Šveca,20240615,20240619,0,"Šahovski klub ""Silent"" - Zagreb",Cechi Goran [14503450],ds Andrija Jergović [14514168],,,"Kelekova 2 Sesevete, Zagreb",60 minta + 30 sekundi po dovršenom potezu,CRO,,19.06.2024  21:24,0,42,7,7,917849,Schweizer System
"Otvoreno prvenstvo PGŽ za mlade  povodom dana Sv. Vida8. kadetski turnir ""Moj prvi rejting"" 2024",20240615,20240616,0,Šahovski savez PGŽ i ŠK Rijeka,Ivan Mandekić,"Nenad Jurman, DS,  14533421","Dušan Pijanović, DS, 14514117",,"Rijeka, Šahovski dom, Blaža Polića 2/II",30 min + 30 sec,CRO,,16.06.2024  12:04,0,22,5,5,953208,Schweizer System
"Otvoreno prvenstvo PGŽ za mlade 2024, 14. juniorski i kadetski turnir ""Dani Sv. Vida""",20240615,20240616,0,Šahovski savez PGŽ i ŠK Rijeka,Ivan Mandekić,"Nenad Jurman, DS, 14533421","Dušan Pijanović, DS, 14514117",,"Rijeka, Šahovski dom, Blaža Polića 2/II",30 min + 30 sec,CRO,,16.06.2024  15:44,0,24,6,6,953204,Schweizer System
1. turnir mladih Osijek - Valpovo (pozivni),20240601,20240615,0,"ŠK Hrvatska čitaonica, ŠK Damin gambit","Josip Martinović, Saša Savić",IA Zdravko Birovljević (14520028),DS Josip Jurman (14536641),,"Osijek - dvorana Zrinjevac, Valpovo - prostorija ŠK Hrvatska čitaonica",60 minuta fiksnog vremena+30 sekundi dodatka za svaki potez,CRO,,15.06.2024  16:10,0,19,6,6,945675,Schweizer System
Adio skulo Vela Luka,20240608,20240609,0,Šahovski klub Vela Luka,Duško Cvjetković 79308317,Marjan Franulović  79308384,,Ivan Plantić 79308406,Vela Luka,30+30,CRO,,09.06.2024  19:46,0,18,5,5,953327,Schweizer System
Ivanec open 2024 - A turnir,20240607,20240609,0,Šahovski klub Ivanec,Ivica Friščić,"Franjo Pavlović, županijski sudac",,,Horvatsko kod Ivanca,90 min + 30 sek,CRO,,09.06.2024  17:58,0,21,5,5,914621,Schweizer System
Ivanec open 2024 - B turnir - U16,20240607,20240609,0,Šahovski klub Ivanec,Ivica Friščić,"Franjo Pavlović, županijski sudac",,,Horvatsko kod Ivanca,90 min + 30 sek,CRO,,09.06.2024  18:33,0,18,5,5,914622,Schweizer System
Ivanec open 2024 - C turnir - U12,20240607,20240609,0,Šahovski klub Ivanec,Ivica Friščić,"Franjo Pavlović, županijski sudac",,,Horvatsko kod Ivanca,30 min + 30 sek,CRO,,09.06.2024  14:40,0,11,8,8,914623,Schweizer System
GARESNICA OPEN 2024.,20240530,20240602,0,"SK Garešnica, Garešnica",Miroslav Horina,"Slavko Bejuk, IA (14517361)",,"Matija Đurica, NA (14536463)","Garešnica, Školsko-športska dvorana, Kolodvorska 4",90 minutes with 30 second cumulative increment for each move starting from first move,CRO,,02.06.2024  13:13,0,42,7,7,849820,Schweizer System
New Zagreb Classic Futures U20 - Group A,20240530,20240601,0,"ŠK Novi Zagreb, Zagreb","Andrej Stanković, FI [14513501]","Krunoslav Lešić, IA, IO [14505258]","Slobodan Barkidžija, NA [CRO][79304389]","Robert Kupek, NA [CRO][14548313], Matija Čubrilo, NA [CRO] [14597063]","Zagreb, Američka međunarodna škola u Zagrebu, Damira Tomljanovića 3","90'+30""",CRO,,01.06.2024  18:56,0,31,5,5,918537,Schweizer System
New Zagreb Classic Futures U20 - Group B,20240530,20240601,0,"ŠK Novi Zagreb, Zagreb","Andrej Stanković, FI [14513501]","Krunoslav Lešić, IA, IO [14505258]","Slobodan Barkidžija, NA [CRO][79304389]","Robert Kupek, NA [CRO][14548313], Matija Čubrilo, NA [CRO] [14597063]","Zagreb, Američka međunarodna škola u Zagrebu, Damira Tomljanovića 3","90'+30""",CRO,,01.06.2024  18:05,0,34,5,5,918538,Schweizer System
New Zagreb Classic Futures U20 - Group C,20240530,20240601,0,"ŠK Novi Zagreb, Zagreb","Andrej Stanković, FI [14513501]","Krunoslav Lešić, IA, IO [14505258]","Slobodan Barkidžija, NA [CRO][79304389]","Robert Kupek, NA [CRO][14548313], Matija Čubrilo, NA [CRO] [14597063]","Zagreb, Američka međunarodna škola u Zagrebu, Damira Tomljanovića 3","90'+30""",CRO,,01.06.2024  17:43,0,59,5,5,918539,Schweizer System
"Pojedinačno kadetsko i juniorsko prvenstvo ŠSVSŽ 2024.- U12,Tompojevci, 18.-19.05.2024.",20240518,20240519,0,"ŠK Tompojevci, Tompojevci",Antun Lukić [CRO][14541386],"Krunoslav Lešić, IA, IO [CRO][14505258]","Želimir Smuk, državni sudac","Antun Lukić, klupski sudac","Tompojevci, Radićeva 23, Hrvatski dom.","30'+30""",CRO,,19.05.2024  13:12,0,19,6,6,942485,Schweizer System
"Pojedinačno kadetsko i juniorsko prvenstvo ŠSVSŽ 2024.- U16,Tompojevci, 18.-19.05.2024.",20240518,20240519,0,"ŠK Tompojevci, Tompojevci",Antun Lukić [CRO][14541386],"Krunoslav Lešić, IA, IO [CRO][14505258]","Želimir Smuk, državni sudac","Antun Lukić, klupski sudac","Tompojevci, Radićeva 23, Hrvatski dom.","30'+30""",CRO,,19.05.2024  14:06,0,24,6,6,942486,Schweizer System
Ivanečki vitezovi 2024. - A + B U18,20240224,20240517,363247,Šahovski klub Ivanec,Željko Črepinko,"Predrag Križanić, županijski sudac",,,Horvatsko kod Ivanca,30 min + 30 sek,CRO,,17.05.2024  20:50,0,29,6,6,896929,Schweizer System
Kadetski turnir ŠK Sveta Nedelja U12,20240504,20240505,0,ŠK Sveta Nedelja,Igor Ševo,Robert Kupek (14548313),,,"Grand Hotel zagreb, Jankomir 27, 10000 Zagreb",30 min. + 30 sek.,CRO,,05.05.2024  15:58,0,29,6,6,929714,Schweizer System
Otvoreno kadetsko prvenstvo Dubrovnika za 2024.,20240419,20240421,369741,Šahovski klub Dubrovnik,Vlaho Zlošilo (79306012),KS Leonardo Jerković 334033448,KS Ivan Potrebica 14596024,,"Dubrovnik, Liechtensteinov put 12",30 minuta za cijelu partiju s dodatkom 30 sekunde po završenom potezu,CRO,,22.04.2024  02:55,0,28,7,7,921632,Schweizer System
Zdravo zdravlju - Elektrostrojarska škola Varaždin,20240415,20240415,0,Elektrostrojarska škola Varaždin,Miroslav Smuđ,"Miroslav Smuđ, žs",,,Varaždin,7'+3'' za svaki odigrani potez,CRO,,15.04.2024  10:48,0,25,6,6,924381,Schweizer System
"“VRSAR OPEN 2024""",20240401,20240407,0,"ŠK Sane Chess, Zagreb","Lovrinić, Vlatko (CRO) [14574713]","IA Dorić, Nenad (CRO) [14501694]",,,"Vrsar (CRO), Sportska dvorana Saline",90 minutes with 30 second increment from move 1,CRO,,07.04.2024  13:33,0,44,9,9,878794,Schweizer System
Pojedinačno kadetsko prvenstvo Kc-Kž županije za 2024 -M11,20240406,20240407,0,Šahovski savez Koprivničko-križevačke županije,Nikola Mihočka,"Borislav Vidović, DS",,"Ivan Baruškin, ŽS","Ferdinandovac, društveni dom",30 min. + 30 sek.,CRO,,06.04.2024  18:01,0,8,5,5,918377,Schweizer System
Pojedinačno kadetsko prvenstvo Kc-Kž županije za 2024 -M13,20240406,20240407,0,Šahovski savez Koprivničko-križevačke županije,Nikola Mihočka,"Borislav Vidović, DS",,"Ivan Baruškin, ŽS","Ferdinandovac, društveni dom",30 min. + 30 sek.,CRO,,07.04.2024  13:34,0,9,5,5,918389,Schweizer System
Pojedinačno kadetsko prvenstvo Kc-Kž županije za 2024 -M15 i Ž15,20240406,20240407,0,Šahovski savez Koprivničko-križevačke županije,Nikola Mihočka,"Borislav Vidović, DS",,"Ivan Baruškin, ŽS","Ferdinandovac, društveni dom",30 min. + 30 sek.,CRO,,07.04.2024  13:44,0,8,5,5,918404,Schweizer System
Pojedinačno kadetsko prvenstvo Kc-Kž županije za 2024 -Ž11,20240406,20240407,0,Šahovski savez Koprivničko-križevačke županije,Nikola Mihočka,"Borislav Vidović, DS",,"Ivan Baruškin, ŽS","Ferdinandovac, društveni dom",30 min. + 30 sek.,CRO,,07.04.2024  13:47,0,10,5,5,918385,Schweizer System
Pojedinačno kadetsko prvenstvo Kc-Kž županije za 2024 -Ž13,20240406,20240407,0,Šahovski savez Koprivničko-križevačke županije,Nikola Mihočka,"Borislav Vidović, DS",,"Ivan Baruškin, ŽS","Ferdinandovac, društveni dom",30 min. + 30 sek.,CRO,,07.04.2024  13:46,0,7,5,5,918395,Schweizer System
Varaždinsko proljeće 2024 - A turnir seniori,20240404,20240406,0,ŠD Varaždin,Miroslav Smuđ,"Kelemen Miljenko, žs",,Vladimir Hanjš ds,Varaždin,30'+30'' za svaki odigrani potez,CRO,,06.04.2024  13:53,0,14,6,6,906730,Schweizer System
Varaždinsko proljeće 2024 - B turnir U16,20240404,20240406,0,ŠD Varaždin,Miroslav Smuđ,Miljenko Kelemen žs,,Vladimir Hanjš ds,Varaždin,30'+30'' za svaki odigrani potez,CRO,,06.04.2024  14:13,0,18,6,6,906717,Schweizer System
Varaždinsko proljeće 2024 - C turnir U12,20240404,20240406,0,ŠD Varaždin,Miroslav Smuđ,Kelemen Miljenko žs,,Mateo Stanković ds,Varaždin,30'+30'' za svaki odigrani potez,CRO,,06.04.2024  21:18,0,29,6,6,906725,Schweizer System
Varaždinsko proljeće 2024 - D turnir nac. rejting <1700,20240404,20240406,0,ŠD Varaždin,Miroslav Smuđ,Kelemen Miljenko žs,,Vladimir Hanjš ds,Varaždin,30'+30'' za svaki odigrani potez,CRO,,11.04.2024  08:02,0,10,6,6,906729,Schweizer System
Prvenstvo Šibenika za 2024. II,20240307,20240404,0,"ŠK""Šibenik""",Miro Tesla,"Stipe Lacmanović, FA",,"Branimir Šupe, KS",Šibenik,90 min. plus 30 sec. od prvog poteza,CRO,,06.04.2024  10:51,0,21,9,9,905925,Schweizer System
Pulastrići02,20240401,20240402,0,Šahovski klub Vela Luka,Anamarija Franulović,Marjan Franulović 79308384,,Ivan Plantić  79308406,Vela Luka,30+30,CRO,,02.04.2024  17:26,0,9,5,5,918293,Schweizer System
Pojedinačno prvenstvo PGŽ do 13 god. - 23.-24.03.2024,20240323,20240324,0,"Šahovski savez Primorsko-goranske županije, Šahovski klub Rijeka",Bojan Birk,"NA Pijanovic, Dusan 14514117","NA Derencinovic, Radoslav 14510804",,"Rijeka, Šahovski dom, Blaža Polića 2/2",30 min + 30 sec/potez,CRO,,24.03.2024  13:52,0,23,6,6,912751,Schweizer System
Pojedinačno prvenstvo PGŽ do 19 god. - 23.-24.03.2024,20240323,20240324,0,"Šahovski savez Primorsko-goranske županije, Šahovski klub Rijeka",Bojan Birk,"NA Pijanovic, Dusan 14514117","NA Derencinovic, Radoslav 14510804",,"Rijeka, Šahovski dom, Blaža Polića 2/2",60 min + 30 sec/potez,CRO,,24.03.2024  17:23,0,12,6,6,912752,Schweizer System
