title,url,channel,duration,thumbnail,videoId,duration_time,Music
Ajme meni nije mi dobro,https://www.youtube.com/watch?v=rR05QlWie0M&list=LL&index=638&pp=gAQBiAQB,js10s,00:2:07,,rR05QlWie0M,0:02:07,TRUE
Bill Withers - Ain't No Sunshine (Official Audio),https://www.youtube.com/watch?v=YuKfiH0Scao&list=LL&index=732&pp=gAQBiAQB,Bill Withers,00:2:07,,YuKfiH0Scao,0:02:07,TRUE
Squirrel jump superslow,https://www.youtube.com/watch?v=l5Bdid3Bxt4&list=LL&index=1074&pp=gAQBiAQB,Per-Finn Nielsen,00:2:07,,l5Bdid3Bxt4,0:02:07,FALSE
"The Nerves - Hanging On The Telephone, Original version 45, Blondie. 1976.",https://www.youtube.com/watch?v=emy5mA8Ixtc&list=LL&index=471&pp=gAQBiAQB0gcJCSkKAYcqIYzv,minutegongcoughs,00:2:06,,emy5mA8Ixtc,0:02:06,TRUE
Sarcastic robot powered by GPT-4,https://www.youtube.com/watch?v=PgT8tPChbqc&list=LL&index=489&pp=gAQBiAQB,Gabrael Levine,00:2:06,,PgT8tPChbqc,0:02:06,FALSE
Arnold Schwarzenegger Shows Jay Leno His Mercedes Electric G-Wagen | Jay Leno's Garage | CNBC Prime,https://www.youtube.com/watch?v=k-y5HHREoUc&list=LL&index=947&pp=gAQBiAQB,CNBC Ambition,00:2:06,,k-y5HHREoUc,0:02:06,FALSE
Chinese Virgin Boy Eggs,https://www.youtube.com/watch?v=3GuRne7kiOE&list=LL&index=1592&pp=gAQBiAQB,ByeByeBankOfAmerica,00:2:06,,3GuRne7kiOE,0:02:06,FALSE
WWII in real time 2018 - the biggest collaboration on YT ever!,https://www.youtube.com/watch?v=p2aTnnN-jMs&list=LL&index=1662&pp=gAQBiAQB,TimeGhost History,00:2:06,,p2aTnnN-jMs,0:02:06,FALSE
Isaac Hayes - Ike's Rap 2 -,https://www.youtube.com/watch?v=qfVbrPoLc3w&list=LL&index=479&pp=gAQBiAQB,MaryJaneLouiseBowers,00:2:05,,qfVbrPoLc3w,0:02:05,TRUE
The Flying Train (1902) | MoMA FILM VAULT SUMMER CAMP,https://www.youtube.com/watch?v=2Ud1aZFE0fU&list=LL&index=889&pp=gAQBiAQB,The Museum of Modern Art,00:2:05,,2Ud1aZFE0fU,0:02:05,FALSE
125cc vs 1000cc (you don't expect this),https://www.youtube.com/watch?v=ON74Ak735Yk&list=LL&index=314&pp=gAQBiAQB,travelmoto,00:2:04,,ON74Ak735Yk,0:02:04,FALSE
Samir....You're breaking the car!!!,https://www.youtube.com/watch?v=D9-voINFkCg&list=LL&index=758&pp=gAQBiAQB,Hive Funnies,00:2:04,,D9-voINFkCg,0:02:04,FALSE
Charlie Brooker's How to Report the News - Newswipe - BBC,https://www.youtube.com/watch?v=aHun58mz3vI&list=LL&index=617&pp=gAQBiAQB,BBC,00:2:03,,aHun58mz3vI,0:02:03,FALSE
4K footage of Lebanon explosion shows Beirut Port blast unfolding in slow motion,https://www.youtube.com/watch?v=SkIYjNGiaoA&list=LL&index=893&pp=gAQBiAQB0gcJCSkKAYcqIYzv,Al Arabiya English,00:2:03,,SkIYjNGiaoA,0:02:03,FALSE
"John Denver sings ""War Pigs"" (Black Sabbath)",https://www.youtube.com/watch?v=L5m5ycA_QHk&list=LL&index=136&pp=gAQBiAQB,There I Ruined It,00:2:02,,L5m5ycA_QHk,0:02:02,TRUE
Expensive Comedy Bits - Bugatti Veyron Mouse,https://www.youtube.com/watch?v=VxZVJLkWr1c&list=LL&index=746&pp=gAQBiAQB,Conan Tonight Show,00:2:02,,VxZVJLkWr1c,0:02:02,FALSE
Recur - Official Gameplay Overview Trailer | Games Forged in Germany Showcase 2025,https://www.youtube.com/watch?v=eGW84W1sKWY&list=LL&index=59&pp=gAQBiAQB,GameTrailers,00:2:01,,eGW84W1sKWY,0:02:01,FALSE
100 Ways to Attack the Groin | Master Ken,https://www.youtube.com/watch?v=gyXhysmMNhE&list=LL&index=404&pp=gAQBiAQB,EnterTheDojoShow,00:2:01,,gyXhysmMNhE,0:02:01,FALSE
ARCHER Shoot and Scoot,https://www.youtube.com/watch?v=d8x8ITwd4Vg&list=LL&index=621&pp=gAQBiAQB,"BAE Systems, Inc.",00:2:01,,d8x8ITwd4Vg,0:02:01,FALSE
The DD (Duplex Drive) Tank,https://www.youtube.com/watch?v=3XuSneN1W8U&list=LL&index=1271&pp=gAQBiAQB,ddayinfoVIDEOS,00:2:01,,3XuSneN1W8U,0:02:01,FALSE
Beishan Broadcast Wall 北山播音牆 英文版,https://www.youtube.com/watch?v=ITK9op9MlqQ&list=LL&index=1542&pp=gAQBiAQB,協同數位股份有限公司,00:2:00,,ITK9op9MlqQ,0:02:00,FALSE
TestDome YC Startup School Presentation (2017),https://www.youtube.com/watch?v=BKIWL_Qqn2o&list=LL&index=1354&pp=gAQBiAQB0gcJCSkKAYcqIYzv,TestDome Product Talks,00:1:59,,BKIWL_Qqn2o,0:01:59,FALSE
Johnny Cash - Barbie Girl (Cover by There I Ruined it) Restoration,https://www.youtube.com/watch?v=MAFdzBTe2lg&list=LL&index=298&pp=gAQBiAQB,Merasmus Entertainment,00:1:57,,MAFdzBTe2lg,0:01:57,TRUE
Imagine The Possibilities | @Barbie,https://www.youtube.com/watch?v=l1vnsqbnAkk&list=LL&index=586&pp=gAQBiAQB,Barbie,00:1:56,,l1vnsqbnAkk,0:01:56,FALSE
"""Like a G6 parody like Jesus""",https://www.youtube.com/watch?v=7kBmiJKly5A&list=LL&index=877&pp=gAQBiAQB,elboss500,00:1:56,,7kBmiJKly5A,0:01:56,TRUE
RADAR (REMI GAILLARD) 📸,https://www.youtube.com/watch?v=uvYxXBMqEOM&list=LL&index=1517&pp=gAQBiAQB0gcJCSkKAYcqIYzv,Rémi GAILLARD,00:1:56,,uvYxXBMqEOM,0:01:56,FALSE
The Jackal - Gli EFFETTI di DESPACITO sulla GENTE,https://www.youtube.com/watch?v=2apUkh64GAg&list=LL&index=1699&pp=gAQBiAQB,The Jackal,00:1:56,,2apUkh64GAg,0:01:56,FALSE
Flying eagle point of view #3,https://www.youtube.com/watch?v=2EAgbW1u00M&list=LL&index=1767&pp=gAQBiAQB,FREEDOMCONSERVATION,00:1:56,,2EAgbW1u00M,0:01:56,FALSE
Supertone Shift Demo,https://www.youtube.com/watch?v=xCDAjpZJWYw&list=LL&index=304&pp=gAQBiAQB,Supertone,00:1:55,,xCDAjpZJWYw,0:01:55,FALSE
"Monty Python - ""Loretta""",https://www.youtube.com/watch?v=Dgp9MPLEAqA&list=LL&index=626&pp=gAQBiAQB,Weidmoo,00:1:55,,Dgp9MPLEAqA,0:01:55,FALSE
Monty Python's 42 yrs old Prediction of Nowadays Insane Public Discourse,https://www.youtube.com/watch?v=4b6-oE55vdM&list=LL&index=672&pp=gAQBiAQB0gcJCSkKAYcqIYzv,Io,00:1:55,,4b6-oE55vdM,0:01:55,FALSE
Meteorologist multiplies on screen during graphics glitch | FOX 9 KMSP,https://www.youtube.com/watch?v=ykz_dbpYRPU&list=LL&index=703&pp=gAQBiAQB,FOX 9 Minneapolis-St. Paul,00:1:55,,ykz_dbpYRPU,0:01:55,FALSE
SOLAR DRIFTWOOD - YELLO,https://www.youtube.com/watch?v=iL2BQaM601E&list=LL&index=1450&pp=gAQBiAQB,blitckrieg,00:1:55,,iL2BQaM601E,0:01:55,TRUE
Lightning Strikes Man Twice,https://www.youtube.com/watch?v=KyVPMJOUuO4&list=LL&index=72&pp=gAQBiAQB,NZBlokes,00:1:54,,KyVPMJOUuO4,0:01:54,FALSE
Lamborghini Horror-Crash mit 300 km/h: Ungarische Polizei veröffentlicht Abschreckungs-Video,https://www.youtube.com/watch?v=XTnCcJl-g-I&list=LL&index=488&pp=gAQBiAQB,itsVision.tv,00:1:54,,XTnCcJl-g-I,0:01:54,FALSE
Blob Jump Official Guinness World Record,https://www.youtube.com/watch?v=n8BX6v9k9CU&list=LL&index=895&pp=gAQBiAQB,Paintballfarm,00:1:54,,n8BX6v9k9CU,0:01:54,FALSE
BINDING USING SLIDE BINDER BARS - HOW TO BIND ANYTHING FAST WITH PLASTIC STRIPS,https://www.youtube.com/watch?v=yQnr9LzwYi0&list=LL&index=43&pp=gAQBiAQB,ArtOfClay,00:1:53,,yQnr9LzwYi0,0:01:53,FALSE
Hallelujah (but it's Baby Got Back) - FULL SONG,https://www.youtube.com/watch?v=Nuz6iNjTkjo&list=LL&index=163&pp=gAQBiAQB,There I Ruined It,00:1:53,,Nuz6iNjTkjo,0:01:53,TRUE
Train plows through trees after snow storm!,https://www.youtube.com/watch?v=u7QCnv0Qpfg&list=LL&index=563&pp=gAQBiAQB,Jake Daly,00:1:52,,u7QCnv0Qpfg,0:01:52,FALSE
Frank Sinatra - The Girl From Ipanema ft. Antonio Carlos Jobim | A Man And His Music (1967),https://www.youtube.com/watch?v=NldPFVKYmiw&list=LL&index=931&pp=gAQBiAQB,Frank Sinatra,00:1:52,,NldPFVKYmiw,0:01:52,TRUE
Honda Civic Type R FK8 - Grobnik 11.11.2022. pb 1.40.061,https://www.youtube.com/watch?v=loQUtONSdhg&list=LL&index=273&pp=gAQBiAQB0gcJCSkKAYcqIYzv,Robi R,00:1:49,,loQUtONSdhg,0:01:49,FALSE
Channel Trailer - 2019,https://www.youtube.com/watch?v=OE0_-g7YV1M&list=LL&index=1140&pp=gAQBiAQB,BPS.space,00:1:49,,OE0_-g7YV1M,0:01:49,FALSE
This is a GAME!? It looks like REAL LIFE!!,https://www.youtube.com/watch?v=Y2KOtsADVoI&list=LL&index=574&pp=gAQBiAQB,"Connor ""Bluedrake42"" Hill",00:1:48,,Y2KOtsADVoI,0:01:48,FALSE
James Webb Space Telescope Deployment Sequence (Nominal),https://www.youtube.com/watch?v=RzGLKQ7_KZQ&list=LL&index=658&pp=gAQBiAQB,James Webb Space Telescope (JWST),00:1:47,,RzGLKQ7_KZQ,0:01:47,FALSE
Once upon a virus...,https://www.youtube.com/watch?v=Q5BZ09iNdvo&list=LL&index=962&pp=gAQBiAQB,New China TV,00:1:47,,Q5BZ09iNdvo,0:01:47,FALSE
Woman falls through the ceiling in convenience store (Metal Gear Version),https://www.youtube.com/watch?v=w-E7kz9I0wk&list=LL&index=1549&pp=gAQBiAQB,TheMexicoHouse,00:1:47,,w-E7kz9I0wk,0:01:47,FALSE
Se teknologien bak Audi Sandbox,https://www.youtube.com/watch?v=8Ik4Pn2fF7c&list=LL&index=1732&pp=gAQBiAQB,Audi Norge,00:1:46,,8Ik4Pn2fF7c,0:01:46,FALSE
Giant Eagle throws a Goat alive from the sky - Eagle vs Goat,https://www.youtube.com/watch?v=a8vXrUEs8wk&list=LL&index=560&pp=gAQBiAQB,Wild Life Videos,00:1:45,,a8vXrUEs8wk,0:01:45,FALSE
RealTalk: We Recreated Joe Rogan's Voice Using Artificial Intelligence,https://www.youtube.com/watch?v=DWK_iYBl8cA&list=LL&index=1287&pp=gAQBiAQB,Dessa,00:1:45,,DWK_iYBl8cA,0:01:45,FALSE
Backflipping MIT Mini Cheetah,https://www.youtube.com/watch?v=xNeZWP5Mx9s&list=LL&index=1365&pp=gAQBiAQB,Massachusetts Institute of Technology (MIT),00:1:45,,xNeZWP5Mx9s,0:01:45,FALSE
Google Maps Hacks by Simon Weckert,https://www.youtube.com/watch?v=k5eL_al_m7Q&list=LL&index=1055&pp=gAQBiAQB,Simon Weckert,00:1:43,,k5eL_al_m7Q,0:01:43,FALSE
It's Not About The Nail,https://www.youtube.com/watch?v=-4EDhdAHrOg&list=LL&index=748&pp=gAQBiAQB,Jason Headley,00:1:42,,-4EDhdAHrOg,0:01:42,FALSE
[960] Amazon’s $112 Fingerprint Gun Safe Opened FAST!,https://www.youtube.com/watch?v=Y-lE4Tz2I_Y&list=LL&index=1191&pp=gAQBiAQB,LockPickingLawyer,00:1:42,,Y-lE4Tz2I_Y,0:01:42,FALSE
ISIS Suicide Bomber FACE French group in Syria near al Raqqah (ENGLISH SUBTILES !),https://www.youtube.com/watch?v=osblKE7TChE&list=LL&index=1425&pp=gAQBiAQB,North Fight,00:1:41,,osblKE7TChE,0:01:41,FALSE
"John Scott vs Kevin Westgarth Nov 27, 2010 - Chicago feed",https://www.youtube.com/watch?v=985bd9nTDGA&list=LL&index=1447&pp=gAQBiAQB,hockeyfights.com,00:1:41,,985bd9nTDGA,0:01:41,FALSE
Jerry Seinfeld in Pulp Fiction [DeepFake],https://www.youtube.com/watch?v=S1MBVXkQbWU&list=LL&index=605&pp=gAQBiAQB,DesiFakes,00:1:40,,S1MBVXkQbWU,0:01:40,FALSE
What If One Laugh RUINED Your Entire Career?,https://www.youtube.com/watch?v=KNcGLVvhoyw&list=LL&index=2&pp=gAQBiAQB,MADLE0N+,00:1:39,,KNcGLVvhoyw,0:01:39,FALSE
That time when Rebel Wilson first stunned the BAFTAs - BBC,https://www.youtube.com/watch?v=Z6d_7NV17Bc&list=LL&index=651&pp=gAQBiAQB,BBC,00:1:39,,Z6d_7NV17Bc,0:01:39,FALSE
Multiple local news stations say the same thing verbatim,https://www.youtube.com/watch?v=ksb3KD6DfSI&list=LL&index=1223&pp=gAQBiAQB,ShootMeDead,00:1:39,,ksb3KD6DfSI,0:01:39,FALSE
The Origin of Job Interviews - The Armstrong and Miller Show - Series 2 Episode 6 Preview - BBC,https://www.youtube.com/watch?v=b56eAUCTLok&list=LL&index=1486&pp=gAQBiAQB0gcJCSkKAYcqIYzv,BBC,00:1:39,,b56eAUCTLok,0:01:39,FALSE
Bushfire burnover survival drill,https://www.youtube.com/watch?v=KxG1sUxR_6c&list=LL&index=1618&pp=gAQBiAQB,CFA (Country Fire Authority),00:1:39,,KxG1sUxR_6c,0:01:39,FALSE
Olafur Eliasson's 'Room for one colour' | Monochrome: Painting in Black and White,https://www.youtube.com/watch?v=hd077pa-5CI&list=LL&index=323&pp=gAQBiAQB,The National Gallery,00:1:38,,hd077pa-5CI,0:01:38,FALSE
Baftas 2016: Rebel Wilson's deadpan speech,https://www.youtube.com/watch?v=PNe8Gs1V6Lw&list=LL&index=1261&pp=gAQBiAQB,Guardian News,00:1:38,,PNe8Gs1V6Lw,0:01:38,FALSE
Thai bomb disposal expert survives car blast,https://www.youtube.com/watch?v=JTawoP0Anmo&list=LL&index=1049&pp=gAQBiAQB,The Telegraph,00:1:37,,JTawoP0Anmo,0:01:37,FALSE
Introducing Handle,https://www.youtube.com/watch?v=-7xvqQeoA8c&list=LL&index=1736&pp=gAQBiAQB,Boston Dynamics,00:1:37,,-7xvqQeoA8c,0:01:37,FALSE
Tenacious D - Video Games,https://www.youtube.com/watch?v=GNJtPFXUnm4&list=LL&index=463&pp=gAQBiAQB0gcJCSkKAYcqIYzv,Tenacious D,00:1:36,,GNJtPFXUnm4,0:01:36,TRUE
Robot Juggles 5 Balls,https://www.youtube.com/watch?v=9asDO_1A27U&list=LL&index=1027&pp=gAQBiAQB,ServoJuggler,00:1:36,,9asDO_1A27U,0:01:36,FALSE
Ideas at the House: Sam Harris - Our Inability To Not Compare Him To Ben Stiller,https://www.youtube.com/watch?v=aof6h6KTOs0&list=LL&index=1503&pp=gAQBiAQB,SOH Talks & Ideas Archive,00:1:36,,aof6h6KTOs0,0:01:36,FALSE
Loopwheels in motion! How to get suspension on a rigid bike!,https://www.youtube.com/watch?v=KB_xiZSglCA&list=LL&index=1796&pp=gAQBiAQB0gcJCSkKAYcqIYzv,thesproat,00:1:36,,KB_xiZSglCA,0:01:36,FALSE
RARE Japanese Toshiba Typewriter,https://www.youtube.com/watch?v=JZcui85b4EE&list=LL&index=141&pp=gAQBiAQB,Typewriter Collector,00:1:35,,JZcui85b4EE,0:01:35,FALSE
Ozzy Man Reviews: Romania's Got Talent,https://www.youtube.com/watch?v=aPxwXKPb0b8&list=LL&index=826&pp=gAQBiAQB,Ozzy Man Reviews,00:1:35,,aPxwXKPb0b8,0:01:35,FALSE
How A White Man Says the N word to a Black Man,https://www.youtube.com/watch?v=G39AJrNlWw4&list=LL&index=1799&pp=gAQBiAQB,Chocolate Sundaes Comedy,00:1:35,,G39AJrNlWw4,0:01:35,FALSE
DollarShaveClub.com - Our Blades Are F***ing Great,https://www.youtube.com/watch?v=ZUG9qYTJMsI&list=LL&index=588&pp=gAQBiAQB,Dollar Shave Club,00:1:34,,ZUG9qYTJMsI,0:01:34,FALSE
PAG BRIDGE - HURRICANE FORCE BURA WIND (13.3.2016.) CROATIA,https://www.youtube.com/watch?v=qrEJOtkHxLc&list=LL&index=662&pp=gAQBiAQB,Aleksandar Gospić,00:1:34,,qrEJOtkHxLc,0:01:34,FALSE
GryoCRO taking off (360 video),https://www.youtube.com/watch?v=YL80Wub9otk&list=LL&index=121&pp=gAQBiAQB,Zeljko Svedic,00:1:33,,YL80Wub9otk,0:01:33,FALSE
Timberjack Walking Machine,https://www.youtube.com/watch?v=CD2V8GFqk_Y&list=LL&index=866&pp=gAQBiAQB,beej69,00:1:33,,CD2V8GFqk_Y,0:01:33,FALSE
Timelapse | From seed to 600kg Giant Pumpkin,https://www.youtube.com/watch?v=qU7YXMAicK4&list=LL&index=668&pp=gAQBiAQB,GiantPumpkins NL,00:1:32,,qU7YXMAicK4,0:01:32,FALSE
Charlie's Dance,https://www.youtube.com/watch?v=UF2CGF-av3U&list=LL&index=809&pp=gAQBiAQB,Alfred Newman - Topic,00:1:32,,UF2CGF-av3U,0:01:32,TRUE
Space Shuttle Thermal Tile Demonstration,https://www.youtube.com/watch?v=Pp9Yax8UNoM&list=LL&index=1011&pp=gAQBiAQB,Roscket Tasartir,00:1:31,,Pp9Yax8UNoM,0:01:31,FALSE
Prompt Theory - VEO 3,https://www.youtube.com/watch?v=cdJapcSWdgw&list=LL&index=118&pp=gAQBiAQB,Dantes HQ,00:1:30,,cdJapcSWdgw,0:01:30,FALSE
Mind-Blowing Parrot Shows Off High-Tech Tablet Talents ||pets funny Life,https://www.youtube.com/watch?v=cZSNhJcKFf4&list=LL&index=337&pp=gAQBiAQB,Funny Videos,00:1:30,,cZSNhJcKFf4,0:01:30,FALSE
Super Momcilo Lego set,https://www.youtube.com/watch?v=O9BBYBKImpk&list=LL&index=762&pp=gAQBiAQB,Павле Матијевић,00:1:30,,O9BBYBKImpk,0:01:30,FALSE
Life in life,https://www.youtube.com/watch?v=xP5-iIeKXE8&list=LL&index=1726&pp=gAQBiAQB,Phillip Bradbury,00:1:30,,xP5-iIeKXE8,0:01:30,FALSE
"Bre levo, bre desno, bre, bre... Pa dokle BRE",https://www.youtube.com/watch?v=rdv9-v3vUx0&list=LL&index=821&pp=gAQBiAQB,SmesniKlipoviCom,00:1:29,,rdv9-v3vUx0,0:01:29,FALSE
Lester Barrie Mocks the Facial Expressions of Jazz Singers,https://www.youtube.com/watch?v=cbrRvbm3GyU&list=LL&index=1031&pp=gAQBiAQB,Cherie Saunders,00:1:29,,cbrRvbm3GyU,0:01:29,FALSE
Hands-on with the Acer OJO 500 Windows Mixed Reality Headset | Acer,https://www.youtube.com/watch?v=7PDxDbnbnaE&list=LL&index=1554&pp=gAQBiAQB,Acer,00:1:29,,7PDxDbnbnaE,0:01:29,FALSE
express rising - capsize (excerpt taken from Low End Theory Podcast #12),https://www.youtube.com/watch?v=ow7eEWh37iU&list=LL&index=406&pp=gAQBiAQB,NAHT 87,00:1:28,,ow7eEWh37iU,0:01:28,TRUE
I Want It That Way | Brooklyn Nine-Nine,https://www.youtube.com/watch?v=HlBYdiXdUa8&list=LL&index=789&pp=gAQBiAQB,Brooklyn Nine-Nine,00:1:28,,HlBYdiXdUa8,0:01:28,FALSE
Mime Artist Les Bubb shows how it is done!,https://www.youtube.com/watch?v=09NR9sVwOkU&list=LL&index=1128&pp=gAQBiAQB,fotoflex,00:1:28,,09NR9sVwOkU,0:01:28,FALSE
The developers knew we would try this..,https://www.youtube.com/watch?v=VWm4XXn0z6o&list=LL&index=125&pp=gAQBiAQB,TBAG [Clips],00:1:27,,VWm4XXn0z6o,0:01:27,FALSE
Epic Chinchilla Dust Bath in 4k Ultra High Definition!,https://www.youtube.com/watch?v=NYIdmpp69MY&list=LL&index=583&pp=gAQBiAQB,ChinTubeHD,00:1:26,,NYIdmpp69MY,0:01:26,FALSE
MASH-UP: Trump’s al-Baghdadi Speech & Obama’s Bin Laden Speech,https://www.youtube.com/watch?v=OsBOWSjOLsE&list=LL&index=202&pp=gAQBiAQB,Jimmy Kimmel Live,00:1:25,,OsBOWSjOLsE,0:01:25,FALSE
Pigeons Culbutants de Budapest - Budapest Short Beak - Budapester Kurze Tauben,https://www.youtube.com/watch?v=aCBkr3lxMnE&list=LL&index=722&pp=gAQBiAQB,MelEngElis,00:1:25,,aCBkr3lxMnE,0:01:25,FALSE
Kurt Steiner - Insane Stone Skipping - World Record - 88 Skips [with Count Overlay],https://www.youtube.com/watch?v=S1KfuErAcj0&list=LL&index=1106&pp=gAQBiAQB0gcJCSkKAYcqIYzv,Stone Skipper,00:1:24,,S1KfuErAcj0,0:01:24,FALSE
Karl tells the Dalai Lama a joke and it fails miserably,https://www.youtube.com/watch?v=xlIrI80og8c&list=LL&index=1313&pp=gAQBiAQB,TODAY,00:1:23,,xlIrI80og8c,0:01:23,FALSE
selective attention test,https://www.youtube.com/watch?v=vJG698U2Mvo&list=LL&index=98&pp=gAQBiAQB,Daniel Simons,00:1:22,,vJG698U2Mvo,0:01:22,FALSE
Orangutan Magic Show.flv,https://www.youtube.com/watch?v=iGLutWDo5gs&list=LL&index=1135&pp=gAQBiAQB,Khobaib Ahmed,00:1:22,,iGLutWDo5gs,0:01:22,FALSE
Flamethrower Drone Used to Burn Debris Off Power Lines,https://www.youtube.com/watch?v=QZOZV7ugBas&list=LL&index=1739&pp=gAQBiAQB,motboltz,00:1:22,,QZOZV7ugBas,0:01:22,FALSE
ESDIP Berlin: an introduction,https://www.youtube.com/watch?v=tQZqrlj3Kxc&list=LL&index=917&pp=gAQBiAQB,ESDIP Berlin,00:1:21,,tQZqrlj3Kxc,0:01:21,FALSE
Every Tinder Ever,https://www.youtube.com/watch?v=c3JbJmXInOs&list=LL&index=1343&pp=gAQBiAQB0gcJCSkKAYcqIYzv,Sam O'Nella Vlog,00:1:21,,c3JbJmXInOs,0:01:21,FALSE
Small flying robots able to pull objects up to 40 times their weight,https://www.youtube.com/watch?v=FdmS_89mVqY&list=LL&index=1521&pp=gAQBiAQB,EPFL,00:1:21,,FdmS_89mVqY,0:01:21,FALSE
Interview with a 102 Year Old Born in 1856,https://www.youtube.com/watch?v=VBk82g9ahPw&list=LL&index=117&pp=gAQBiAQB,History Section,00:1:20,,VBk82g9ahPw,0:01:20,FALSE
Border Collie enthusiastically watches herself win agility competition on TV,https://www.youtube.com/watch?v=jeY34yyCqEc&list=LL&index=1179&pp=gAQBiAQB,Rumble Viral,00:1:20,,jeY34yyCqEc,0:01:20,FALSE
Stoaty the cable layer,https://www.youtube.com/watch?v=Q3diqYbxMng&list=LL&index=565&pp=gAQBiAQB,Ferret Bedding by Jules,00:1:19,,Q3diqYbxMng,0:01:19,FALSE
Super Mario Bros - 2019: Commodore 64 port,https://www.youtube.com/watch?v=XIwlhQpC0-k&list=LL&index=1301&pp=gAQBiAQB,Strider Hiryu,00:1:18,,XIwlhQpC0-k,0:01:18,FALSE
Unitree Introducing | Unitree R1 Intelligent Companion Price from $5900,https://www.youtube.com/watch?v=v1Q4Su54iho&list=LL&index=85&pp=gAQBiAQB,Unitree Robotics,00:1:17,,v1Q4Su54iho,0:01:17,FALSE
"Maja Kuczynska - World Championships 2017, Montreal",https://www.youtube.com/watch?v=06Qxu6VVAJA&list=LL&index=1558&pp=gAQBiAQB,Maja's old stuff,00:1:17,,06Qxu6VVAJA,0:01:17,FALSE
BREAKING: Russia’s Bastion Defense Launches SUPERSONIC Anti-Ship Missiles In 1st Arctic Drills,https://www.youtube.com/watch?v=WFV3FUlTzas&list=LL&index=1461&pp=gAQBiAQB,Russia Insight,00:1:16,,WFV3FUlTzas,0:01:16,FALSE
Pig beach! The Bahamas!,https://www.youtube.com/watch?v=3z-6D5DoAU0&list=LL&index=1551&pp=gAQBiAQB,GolfPunk Magazine,00:1:16,,3z-6D5DoAU0,0:01:16,FALSE
Demonstration of sonic fire extinguisher,https://www.youtube.com/watch?v=hkUv5gCA-1w&list=LL&index=94&pp=gAQBiAQB,KHON2 News,00:1:15,,hkUv5gCA-1w,0:01:15,FALSE
شاهد لحظة تفجير مفخخة لداعش على يد قوات سوريا الديمقراطية,https://www.youtube.com/watch?v=H8CNWbqmhDw&list=LL&index=1778&pp=gAQBiAQB,Raqqa Campaign,00:1:15,,H8CNWbqmhDw,0:01:15,FALSE
Ian Curtis goes Mexican,https://www.youtube.com/watch?v=J8Pv3V1m7_A&list=LL&index=612&pp=gAQBiAQB,RadioValvular,00:1:13,,J8Pv3V1m7_A,0:01:13,FALSE
Working in the Vision Pro,https://www.youtube.com/watch?v=BV9Xy6L_rlM&list=LL&index=353&pp=gAQBiAQB,Himels Tech,00:1:12,,BV9Xy6L_rlM,0:01:12,FALSE
HMS Barham Explodes & Sinks: World War II (1941) | British Pathé,https://www.youtube.com/watch?v=YdrISbwy_zI&list=LL&index=1381&pp=gAQBiAQB,British Pathé,00:1:12,,YdrISbwy_zI,0:01:12,FALSE
Scottish troops operate US Sherman M-4 tanks equipped with flails in Holland. HD Stock Footage,https://www.youtube.com/watch?v=oQK_a4aGNuc&list=LL&index=1272&pp=gAQBiAQB,CriticalPast,00:1:10,,oQK_a4aGNuc,0:01:10,FALSE
Bill Nye Explains Carbon Pricing *Very Funny*,https://www.youtube.com/watch?v=1-zSlhWk3-w&list=LL&index=1213&pp=gAQBiAQB0gcJCSkKAYcqIYzv,Cinema Chronicles,00:1:09,,1-zSlhWk3-w,0:01:09,FALSE
Jake Tapper leaves Roy Moore spokesman speechless,https://www.youtube.com/watch?v=WFYRkzznsc0&list=LL&index=1459&pp=gAQBiAQB,CNN,00:1:09,,WFYRkzznsc0,0:01:09,FALSE
Peacekeeper ICBM Re-Entry Vehicle Land Impacts at the Reagan Test Site,https://www.youtube.com/watch?v=2a1acYZ93yc&list=LL&index=149&pp=gAQBiAQB,Association of Air Force Missileers (AAFM),00:1:08,,2a1acYZ93yc,0:01:08,FALSE
Mel Blanc did over a 1000 different Voices in over 5000 CARTOONS ! - UNIQUE GENIUS,https://www.youtube.com/watch?v=BnmJALXh_sI&list=LL&index=847&pp=gAQBiAQB,Mel Blanc,00:1:08,,BnmJALXh_sI,0:01:08,FALSE
Ambiguous Cylinder Illusion,https://www.youtube.com/watch?v=oWfFco7K9v8&list=LL&index=1522&pp=gAQBiAQB,The Illusion contest,00:1:08,,oWfFco7K9v8,0:01:08,FALSE
Android phone unknown notification sound (solved),https://www.youtube.com/watch?v=nTRlhElkcPs&list=LL&index=1570&pp=gAQBiAQB0gcJCSkKAYcqIYzv,honeysada,00:1:08,,nTRlhElkcPs,0:01:08,FALSE
Triangle wheeled bike - Burning Man 2012,https://www.youtube.com/watch?v=BeOS9pG6vjU&list=LL&index=1715&pp=gAQBiAQB,Phillip Miller,00:1:08,,BeOS9pG6vjU,0:01:08,FALSE
Zvone Sladoled Radio 101,https://www.youtube.com/watch?v=0dDG-Rj7mwo&list=LL&index=435&pp=gAQBiAQB,smogovac101,00:1:07,,0dDG-Rj7mwo,0:01:07,FALSE
"Visualization of a fully connected neural network, version 1",https://www.youtube.com/watch?v=Tsvxx-GGlTg&list=LL&index=516&pp=gAQBiAQB0gcJCSkKAYcqIYzv,Marijn van Vliet,00:1:07,,Tsvxx-GGlTg,0:01:07,FALSE
